Crash Number,Date Time,Day of Week,Object 1,Object 2,Street Number,Street Name,Cross Street,LOCATION,Latitude,Longitude,Coordinates
31787,02/10/2014 06:57:00 PM,Monday,Auto,Pedestrian,,Cambridge St,SCIARAPPA ST,"Cambridge St & SCIARAPPA ST Cambridge, MA",42.3712311,-71.0814896,"(42.3712311, -71.0814896)"
31788,02/12/2014 09:08:00 AM,Wednesday,Auto,Auto,1920,Massachusetts Ave,,"1920 Massachusetts Ave Cambridge, MA",42.3890953,-71.1197662,"(42.3890953, -71.1197662)"
31789,02/12/2014 06:20:00 PM,Wednesday,Auto,Parked Vehicle,,JEFFERSON PARK,,"JEFFERSON PARK Cambridge, MA",0,0,"(0, 0)"
31790,02/12/2014 08:30:00 PM,Wednesday,Auto,Parked Vehicle,,Bishop Allen Dr,Columbia St,"Bishop Allen Dr & Columbia St Cambridge, MA",42.3641548,-71.099472,"(42.3641548, -71.099472)"
31791,02/13/2014 08:30:00 PM,Thursday,Auto,Parked Vehicle,33,MURRAY HILL RD,,"33 MURRAY HILL RD Cambridge, MA",42.4017754,-71.1338654,"(42.4017754, -71.1338654)"
31792,02/12/2014 12:30:00 PM,Wednesday,Auto,Auto,366,Broadway,,"366 Broadway Cambridge, MA",42.3706512,-71.1044083,"(42.3706512, -71.1044083)"
31793,02/13/2014 11:05:00 AM,Thursday,Truck,Auto,,MOUNT AUBURN ST,Brattle St,"MOUNT AUBURN ST & Brattle St Cambridge, MA",42.3752823,-71.1456985,"(42.3752823, -71.1456985)"
31794,02/13/2014 01:40:00 PM,Thursday,Auto,Pedestrian,,Cardinal Medeiros Ave,Cambridge St,"Cardinal Medeiros Ave & Cambridge St Cambridge, MA",42.3721237,-71.0884552,"(42.3721237, -71.0884552)"
31795,02/13/2014 02:00:00 PM,Thursday,Auto,Auto,,Inman St,Massachusetts Ave,"Inman St & Massachusetts Ave Cambridge, MA",42.3665886,-71.1056824,"(42.3665886, -71.1056824)"
31796,02/13/2014 03:01:00 PM,Thursday,Auto,Pedestrian,,Broadway,Crawford St,"Broadway & Crawford St Cambridge, MA",42.3716087,-71.1068192,"(42.3716087, -71.1068192)"
31797,02/13/2014 02:55:00 PM,Thursday,Auto,Parked Vehicle,,ROBERTS RD,,"ROBERTS RD Cambridge, MA",0,0,"(0, 0)"
31798,02/10/2014 10:00:00 AM,Monday,Auto,Auto,20A,Sacramento St,,"20A Sacramento St Cambridge, MA",42.382576,-71.1175003,"(42.382576, -71.1175003)"
31799,02/17/2014 10:30:00 AM,Monday,Auto,Auto,,Massachusetts Ave,ESSEX ST,"Massachusetts Ave & ESSEX ST Cambridge, MA",42.365078,-71.1031799,"(42.365078, -71.1031799)"
31800,02/13/2014 08:00:00 AM,Thursday,Auto,Auto,120,FOSTER ST,,"120 FOSTER ST Cambridge, MA",42.3762894,-71.13237,"(42.3762894, -71.13237)"
31801,02/13/2014 01:20:00 PM,Thursday,Auto,Auto,,GARDEN ST,Waterhouse St,"GARDEN ST & Waterhouse St Cambridge, MA",42.3773079,-71.1228638,"(42.3773079, -71.1228638)"
31802,02/13/2014 08:00:00 AM,Thursday,Auto,Truck,108,OXFORD ST,,"108 OXFORD ST Cambridge, MA",42.3834686,-71.1161118,"(42.3834686, -71.1161118)"
31803,02/13/2014 05:00:00 PM,Thursday,Auto,Auto,,MAIN ST,Albany St,"MAIN ST & Albany St Cambridge, MA",42.3628311,-71.0917587,"(42.3628311, -71.0917587)"
31804,02/13/2014 09:00:00 AM,Thursday,Auto,Auto,269,Broadway,,"269 Broadway Cambridge, MA",42.3678627,-71.0973434,"(42.3678627, -71.0973434)"
31805,02/14/2014 07:40:00 AM,Friday,Auto,Auto,,MOUNT AUBURN ST,HOMER AVE,"MOUNT AUBURN ST & HOMER AVE Cambridge, MA",42.3749657,-71.1480179,"(42.3749657, -71.1480179)"
31806,02/14/2014 09:20:00 AM,Friday,Auto,Auto,,MOUNT AUBURN ST,Putnam Ave,"MOUNT AUBURN ST & Putnam Ave Cambridge, MA",42.3700905,-71.1133347,"(42.3700905, -71.1133347)"
31807,02/14/2014 07:10:00 PM,Friday,Auto,Auto,,Cambridge St,Trowbridge St,"Cambridge St & Trowbridge St Cambridge, MA",42.3749199,-71.1100616,"(42.3749199, -71.1100616)"
31808,02/14/2014 02:17:00 PM,Sunday,Auto,Auto,,Hampshire St,PROSPECT ST,"Hampshire St & PROSPECT ST Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)"
31809,02/15/2014 08:20:00 PM,Saturday,Auto,Auto,2,Blanchard Rd,,"2 Blanchard Rd Cambridge, MA",42.3866577,-71.1590347,"(42.3866577, -71.1590347)"
31810,02/15/2014 02:30:00 PM,Saturday,Auto,Auto,,MAIN ST,Portland St,"MAIN ST & Portland St Cambridge, MA",42.3629723,-71.0936356,"(42.3629723, -71.0936356)"
31811,02/15/2014 12:00:00 AM,Saturday,Auto,Auto,400,Rindge Ave,,"400 Rindge Ave Cambridge, MA",42.3940659,-71.1403046,"(42.3940659, -71.1403046)"
31812,02/15/2014 06:43:00 PM,Saturday,Auto,Fixed Object,,MOUNT AUBURN ST,Aberdeen Ct,"MOUNT AUBURN ST & Aberdeen Ct Cambridge, MA",42.3752632,-71.1458282,"(42.3752632, -71.1458282)"
31813,02/15/2014 02:30:00 PM,Saturday,Auto,Auto,,Broadway,Binney St,"Broadway & Binney St Cambridge, MA",0,0,"(0, 0)"
31814,02/15/2014 08:45:00 AM,Friday,Auto,Auto,53,Putnam Ave,,"53 Putnam Ave Cambridge, MA",42.3684349,-71.1135178,"(42.3684349, -71.1135178)"
31815,02/16/2014 12:00:00 AM,Sunday,Auto,Auto,,Sellers St,Massachusetts Ave,"Sellers St & Massachusetts Ave Cambridge, MA",42.3671951,-71.1066589,"(42.3671951, -71.1066589)"
31816,02/17/2014 01:20:00 PM,Monday,Auto,Truck,231,Cardinal Medeiros Ave,,"231 Cardinal Medeiros Ave Cambridge, MA",42.3672752,-71.0912247,"(42.3672752, -71.0912247)"
31817,02/14/2014 09:52:00 PM,Friday,Auto,Fixed Object,,Rogers St,,"Rogers St Cambridge, MA",0,0,"(0, 0)"
31818,02/14/2014 07:40:00 AM,Friday,Auto,Auto,650,MOUNT AUBURN ST,,"650 MOUNT AUBURN ST Cambridge, MA",0,0,"(0, 0)"
31819,02/13/2014 01:10:00 PM,Thursday,Auto,Auto,,Brattle St,Sparks St,"Brattle St & Sparks St Cambridge, MA",42.3778458,-71.1301651,"(42.3778458, -71.1301651)"
31820,02/15/2014 04:15:00 PM,Saturday,Auto,Truck,216,HARVEY ST,,"216 HARVEY ST Cambridge, MA",42.3975449,-71.1364212,"(42.3975449, -71.1364212)"
31821,02/17/2014 02:30:00 PM,Monday,Auto,Truck,,Western Ave,Massachusetts Ave,"Western Ave & Massachusetts Ave Cambridge, MA",42.3655739,-71.1039886,"(42.3655739, -71.1039886)"
31822,02/17/2014 07:25:00 AM,Monday,Auto,Auto,53,STANDISH ST,,"53 STANDISH ST Cambridge, MA",42.3827362,-71.1393356,"(42.3827362, -71.1393356)"
31823,02/14/2014 12:40:00 AM,Friday,Auto,,,Museum Way,North Point Blvd,"Museum Way & North Point Blvd Cambridge, MA",42.370369,-71.0708389,"(42.370369, -71.0708389)"
31824,02/17/2014 06:15:00 PM,Monday,Auto,Auto,,MOUNT AUBURN ST,Channing St,"MOUNT AUBURN ST & Channing St Cambridge, MA",42.3749886,-71.1352463,"(42.3749886, -71.1352463)"
31825,02/19/2014 04:28:00 PM,Wednesday,Auto,Auto,14,SALEM ST,,"14 SALEM ST Cambridge, MA",42.3624763,-71.1044235,"(42.3624763, -71.1044235)"
31826,02/19/2014 08:58:00 AM,Wednesday,Auto,Taxi,,Massachusetts Ave,ESSEX ST,"Massachusetts Ave & ESSEX ST Cambridge, MA",42.365078,-71.1031799,"(42.365078, -71.1031799)"
31827,02/19/2014 03:28:00 PM,Wednesday,Auto,Auto,224,Concord Ave,,"224 Concord Ave Cambridge, MA",42.382843,-71.1319275,"(42.382843, -71.1319275)"
31828,02/18/2014 10:00:00 AM,Tuesday,Auto,Auto,330,MOUNT AUBURN ST,,"330 MOUNT AUBURN ST Cambridge, MA",42.3749542,-71.1347198,"(42.3749542, -71.1347198)"
31829,02/18/2014 10:30:00 AM,Tuesday,Auto,Auto,66,Callender St,,"66 Callender St Cambridge, MA",42.3655815,-71.1136551,"(42.3655815, -71.1136551)"
31830,02/18/2014 03:00:00 AM,Tuesday,Auto,Parked Vehicle,4,Putnam Gdns,,"4 Putnam Gdns Cambridge, MA",0,0,"(0, 0)"
31831,02/18/2014 01:09:00 PM,Tuesday,Truck,Auto,,HARVARD ST,Norfolk St,"HARVARD ST & Norfolk St Cambridge, MA",42.3675652,-71.0996628,"(42.3675652, -71.0996628)"
31832,02/18/2014 02:45:00 PM,Tuesday,Auto,Auto,,MOUNT AUBURN ST,Coolidge Ave,"MOUNT AUBURN ST & Coolidge Ave Cambridge, MA",42.374939,-71.1397171,"(42.374939, -71.1397171)"
31833,02/18/2014 04:00:00 PM,Tuesday,Auto,Auto,101,PROSPECT ST,,"101 PROSPECT ST Cambridge, MA",42.3677139,-71.1021576,"(42.3677139, -71.1021576)"
31834,02/18/2014 04:08:00 PM,Tuesday,Auto,Auto,,MOUNT AUBURN ST,Coolidge Ave,"MOUNT AUBURN ST & Coolidge Ave Cambridge, MA",42.374939,-71.1397171,"(42.374939, -71.1397171)"
31835,02/19/2014 08:00:00 AM,Wednesday,Auto,Parked Vehicle,,Brattle St,HAWTHORNE ST,"Brattle St & HAWTHORNE ST Cambridge, MA",42.3762321,-71.1256485,"(42.3762321, -71.1256485)"
31836,02/19/2014 03:00:00 PM,Wednesday,Auto,Auto,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.3689651,-71.0803223,"(42.3689651, -71.0803223)"
31837,02/20/2014 12:00:00 PM,Thursday,Auto,Parked Vehicle,8,Ellsworth Ave,,"8 Ellsworth Ave Cambridge, MA",42.3725815,-71.1075821,"(42.3725815, -71.1075821)"
31838,02/20/2014 01:15:00 PM,Thursday,Auto,Bicycle,,GRANITE ST,PEARL ST,"GRANITE ST & PEARL ST Cambridge, MA",42.3559914,-71.1120148,"(42.3559914, -71.1120148)"
31839,02/20/2014 06:42:00 PM,Thursday,Auto,Fixed Object,,Massachusetts Ave,Waterhouse St,"Massachusetts Ave & Waterhouse St Cambridge, MA",42.3778687,-71.1206436,"(42.3778687, -71.1206436)"
31840,02/20/2014 08:50:00 PM,Thursday,Auto,Fixed Object,,Concord Ave,Corporal Burns Rd,"Concord Ave & Corporal Burns Rd Cambridge, MA",42.3856049,-71.1380844,"(42.3856049, -71.1380844)"
31841,02/20/2014 10:11:00 PM,Thursday,Auto,Auto,79,JFK St,,"79 JFK St Cambridge, MA",42.3713684,-71.1211472,"(42.3713684, -71.1211472)"
31842,02/20/2014 11:30:00 PM,Thursday,Auto,Auto,49,White St,,"49 White St Cambridge, MA",42.3895836,-71.1171036,"(42.3895836, -71.1171036)"
31843,02/20/2014 11:50:00 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Windsor St,"Massachusetts Ave & Windsor St Cambridge, MA",42.3613892,-71.0969543,"(42.3613892, -71.0969543)"
31844,02/21/2014 02:30:00 PM,Friday,Auto,Taxi,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
31845,02/21/2014 07:42:00 PM,Friday,Auto,Auto,2501,Massachusetts Ave,,"2501 Massachusetts Ave Cambridge, MA",42.399353,-71.1326981,"(42.399353, -71.1326981)"
31846,02/21/2014 01:50:00 PM,Friday,Auto,Auto,86,Norfolk St,,"86 Norfolk St Cambridge, MA",42.3662338,-71.1005859,"(42.3662338, -71.1005859)"
31847,02/21/2014 02:13:00 PM,Friday,Auto,Parked Vehicle,,OAK ST,Cambridge St,"OAK ST & Cambridge St Cambridge, MA",42.3735771,-71.0996628,"(42.3735771, -71.0996628)"
31848,02/22/2014 01:45:00 PM,Saturday,Auto,Parked Vehicle,15,Chilton St,,"15 Chilton St Cambridge, MA",42.3814392,-71.1381378,"(42.3814392, -71.1381378)"
31849,02/22/2014 07:28:00 PM,Saturday,Auto,Auto,100,Cambridgeside Pl,FIRST ST,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,"(42.3670807, -71.0765686)"
31850,02/24/2014 10:01:00 AM,Monday,Auto,Auto,,KIRKLAND ST,IRVING ST,"KIRKLAND ST & IRVING ST Cambridge, MA",42.3773613,-71.1106415,"(42.3773613, -71.1106415)"
31851,02/23/2014 12:00:00 AM,Sunday,Auto,Parked Vehicle,9,NORUMBEGA ST,,"9 NORUMBEGA ST Cambridge, MA",42.3751793,-71.1530762,"(42.3751793, -71.1530762)"
31852,02/21/2014 07:45:00 AM,Friday,Auto,Auto,115,PROSPECT ST,,"115 PROSPECT ST Cambridge, MA",42.3682747,-71.1017609,"(42.3682747, -71.1017609)"
31853,02/21/2014 04:05:00 PM,Friday,Auto,Auto,,Windsor St,Broadway,"Windsor St & Broadway Cambridge, MA",42.3671074,-71.0954132,"(42.3671074, -71.0954132)"
31854,02/21/2014 04:15:00 PM,Friday,Auto,Auto,500,Windsor St,,"500 Windsor St Cambridge, MA",42.3727798,-71.093277,"(42.3727798, -71.093277)"
31855,01/22/2014 09:15:00 PM,Saturday,Auto,Parked Vehicle,40,SUMNER RD,,"40 SUMNER RD Cambridge, MA",0,0,"(0, 0)"
31858,02/22/2014 07:00:00 PM,Thursday,Auto,Parked Vehicle,26,Second St,,"26 Second St Cambridge, MA",42.3705482,-71.0786591,"(42.3705482, -71.0786591)"
31859,02/24/2014 01:38:00 PM,Monday,Auto,Auto,307,Webster Ave,,"307 Webster Ave Cambridge, MA",42.3733215,-71.0944366,"(42.3733215, -71.0944366)"
31860,02/24/2014 04:05:00 PM,Monday,Auto,Auto,114,FIFTH ST,,"114 FIFTH ST Cambridge, MA",42.3694077,-71.0836182,"(42.3694077, -71.0836182)"
31861,02/24/2014 09:45:00 PM,Monday,Auto,Pedestrian,101,DUNSTER ST,,"101 DUNSTER ST Cambridge, MA",42.3704453,-71.1205139,"(42.3704453, -71.1205139)"
31862,02/14/2014 07:55:00 PM,Friday,Auto,Auto,1555,Massachusetts Ave,EVERETT ST,"1555 Massachusetts Ave Cambridge, MA",42.3788147,-71.1200562,"(42.3788147, -71.1200562)"
31863,02/15/2014 10:00:00 AM,Saturday,Auto,Parked Vehicle,12,Tremont St,,"12 Tremont St Cambridge, MA",42.3695602,-71.0994797,"(42.3695602, -71.0994797)"
31864,02/01/2014 01:00:00 PM,Saturday,Auto,Parked Vehicle,,Cambridge St,,"Cambridge St Cambridge, MA",0,0,"(0, 0)"
31865,02/15/2014 05:31:00 PM,Saturday,Auto,Auto,46,Second St,,"46 Second St Cambridge, MA",42.369503,-71.0789032,"(42.369503, -71.0789032)"
31866,02/16/2014 01:30:00 PM,Sunday,Auto,Auto,35,Langdon St,Rutland St,"35 Langdon St Cambridge, MA",42.3807297,-71.1209641,"(42.3807297, -71.1209641)"
31867,02/16/2014 02:17:00 PM,Sunday,Auto,Parked Vehicle,,Hampshire St,PROSPECT ST,"Hampshire St & PROSPECT ST Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)"
31868,02/18/2014 03:38:00 PM,Tuesday,Auto,Truck,,HARVARD ST,HANCOCK PARK,"HARVARD ST & HANCOCK PARK Cambridge, MA",42.3700485,-71.1068878,"(42.3700485, -71.1068878)"
31869,02/18/2014 03:58:00 PM,Tuesday,Auto,Truck,,MAIN ST,Vassar St,"MAIN ST & Vassar St Cambridge, MA",42.362709,-71.0899353,"(42.362709, -71.0899353)"
31870,02/24/2014 04:51:00 PM,Monday,Auto,Parked Vehicle,,Bristol St,Market St,"Bristol St & Market St Cambridge, MA",42.3673325,-71.0946503,"(42.3673325, -71.0946503)"
31871,02/24/2014 01:38:00 PM,Monday,Auto,Auto,307,Webster Ave,,"307 Webster Ave Cambridge, MA",42.3733215,-71.0944366,"(42.3733215, -71.0944366)"
31872,02/25/2014 08:30:00 AM,Tuesday,Auto,Auto,,Concord Ave,Walden St,"Concord Ave & Walden St Cambridge, MA",42.383831,-71.1340866,"(42.383831, -71.1340866)"
31873,02/25/2014 05:25:00 PM,Wednesday,Auto,Auto,,Cambridge St,,"Cambridge St Cambridge, MA",0,0,"(0, 0)"
31874,02/17/2014 05:40:00 PM,Monday,Auto,Auto,131,MAGAZINE ST,,"131 MAGAZINE ST Cambridge, MA",42.3589554,-71.1112595,"(42.3589554, -71.1112595)"
31875,02/24/2014 08:00:00 PM,Monday,Auto,Auto,,MAGAZINE ST,PRINCE ST,"MAGAZINE ST & PRINCE ST Cambridge, MA",42.3602715,-71.1098099,"(42.3602715, -71.1098099)"
31876,02/27/2014 11:00:00 AM,Thursday,Auto,Parked Vehicle,513,Putnam Ave,,"513 Putnam Ave Cambridge, MA",42.3579407,-71.109024,"(42.3579407, -71.109024)"
31878,02/25/2014 02:36:00 PM,Tuesday,Auto,Taxi,220,Alewife Brook Pky,,"220 Alewife Brook Pky Cambridge, MA",42.3886108,-71.1433029,"(42.3886108, -71.1433029)"
31879,02/26/2014 02:20:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Waterhouse St,"Massachusetts Ave & Waterhouse St Cambridge, MA",42.3778687,-71.1206436,"(42.3778687, -71.1206436)"
31880,02/26/2014 08:00:00 AM,Wednesday,Auto,Parked Vehicle,8,LOWELL ST,,"8 LOWELL ST Cambridge, MA",42.3765984,-71.1335144,"(42.3765984, -71.1335144)"
31881,02/26/2014 04:15:00 PM,Wednesday,Auto,Parked Vehicle,10,Appleton St,,"10 Appleton St Cambridge, MA",42.3782997,-71.1336136,"(42.3782997, -71.1336136)"
31882,02/28/2014 01:10:00 PM,Friday,Auto,Auto, 211,Alewife Brook Pky,," 211 Alewife Brook Pky Cambridge, MA",42.3895264,-71.1426163,"(42.3895264, -71.1426163)"
31883,03/01/2014 12:45:00 PM,Saturday,Auto,Auto,5,Cambridgepark Dr,,"5 Cambridgepark Dr Cambridge, MA",42.3946953,-71.1406097,"(42.3946953, -71.1406097)"
31884,03/01/2014 02:30:00 PM,Saturday,Auto,Parked Vehicle,10,NORRIS ST,,"10 NORRIS ST Cambridge, MA",42.3960037,-71.1287537,"(42.3960037, -71.1287537)"
31885,03/01/2014 02:30:00 PM,Saturday,Auto,Auto,2382,Massachusetts Ave,,"2382 Massachusetts Ave Cambridge, MA",42.3969383,-71.1297226,"(42.3969383, -71.1297226)"
31886,03/02/2014 11:00:00 AM,Sunday,Auto,Parked Vehicle,,Inman Pl,,"Inman Pl Cambridge, MA",0,0,"(0, 0)"
31887,02/23/2014 12:00:00 AM,Sunday,Auto,Auto,402,Cambridge St,,"402 Cambridge St Cambridge, MA",42.3714027,-71.0828247,"(42.3714027, -71.0828247)"
31888,02/28/2014 06:05:00 AM,Friday,Auto,Bicycle,1575,Cambridge St,,"1575 Cambridge St Cambridge, MA",42.3745842,-71.10746,"(42.3745842, -71.10746)"
31889,02/28/2014 08:57:00 AM,Friday,Truck,Truck,,Windsor St,,"Windsor St Cambridge, MA",0,0,"(0, 0)"
31890,02/28/2014 03:00:00 AM,Friday,Auto,Auto,,HARVARD ST,PROSPECT ST,"HARVARD ST & PROSPECT ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
31891,03/01/2014 07:45:00 PM,Saturday,Auto,Pedestrian,,Massachusetts Ave,Norfolk St,"Massachusetts Ave & Norfolk St Cambridge, MA",42.3644257,-71.1020813,"(42.3644257, -71.1020813)"
31893,03/02/2014 06:38:00 PM,Sunday,Auto,Parked Vehicle,1,Kendall Sq,Land Blvd,"1 Kendall Sq Cambridge, MA",0,0,"(0, 0)"
31894,03/03/2014 09:00:00 AM,Monday,Auto,Truck,,Cambridge St,Roosevelt Towers,"Cambridge St & Roosevelt Towers Cambridge, MA",0,0,"(0, 0)"
31895,02/28/2014 07:55:00 AM,Friday,Auto,Auto,17,HAZEL ST,,"17 HAZEL ST Cambridge, MA",42.3862,-71.1344223,"(42.3862, -71.1344223)"
31896,03/01/2014 11:55:00 AM,Saturday,Auto,Parked Vehicle,83,Inman St,,"83 Inman St Cambridge, MA",42.3711586,-71.1021652,"(42.3711586, -71.1021652)"
31897,03/04/2014 10:55:00 AM,Tuesday,Auto,Parked Vehicle,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.3903542,-71.1524734,"(42.3903542, -71.1524734)"
31898,03/05/2014 09:10:00 AM,Wednesday,Auto,Auto,,Concord Ave,HURON AVE,"Concord Ave & HURON AVE Cambridge, MA",42.3824043,-71.1309967,"(42.3824043, -71.1309967)"
31899,03/05/2014 11:39:00 AM,Wednesday,Auto,Parked Vehicle,70,PACIFIC ST,,"70 PACIFIC ST Cambridge, MA",42.3601379,-71.1021042,"(42.3601379, -71.1021042)"
31900,03/05/2014 12:30:00 PM,Wednesday,Auto,Auto,130,HARVARD ST,,"130 HARVARD ST Cambridge, MA",42.36549,-71.0941086,"(42.36549, -71.0941086)"
31901,03/01/2014 09:08:00 PM,Saturday,Auto,Auto,,Putnam Ave,Ballord Pl,"Putnam Ave & Ballord Pl Cambridge, MA",42.3638115,-71.1137848,"(42.3638115, -71.1137848)"
31902,02/26/2014 03:53:00 PM,Wednesday,Auto,Auto,,Fresh Pond Ln,,"Fresh Pond Ln Cambridge, MA",0,0,"(0, 0)"
31903,02/21/2014 02:13:00 PM,Friday,Auto,Fixed Object,,OAK ST,Cambridge St,"OAK ST & Cambridge St Cambridge, MA",42.3735771,-71.0996628,"(42.3735771, -71.0996628)"
31904,03/03/2014 01:23:00 AM,Monday,Auto,Pedestrian,,Massachusetts Ave,Brookline St,"Massachusetts Ave & Brookline St Cambridge, MA",42.3640137,-71.101387,"(42.3640137, -71.101387)"
31905,03/04/2014 04:00:00 PM,Tuesday,Auto,Auto,1850,Massachusetts Ave,,"1850 Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
31906,02/28/2014 09:16:00 AM,Friday,Auto,Auto,125,Vassar St,,"125 Vassar St Cambridge, MA",42.3591537,-71.0969086,"(42.3591537, -71.0969086)"
31907,03/06/2014 02:00:00 PM,Thursday,Auto,Auto,,Webster Ave,Webster Ave,"Webster Ave & Webster Ave Cambridge, MA",42.3749695,-71.0949554,"(42.3749695, -71.0949554)"
31908,03/06/2014 06:55:00 AM,Thursday,Auto,Auto,,Hampshire St,PROSPECT ST,"Hampshire St & PROSPECT ST Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)"
31909,03/06/2014 07:54:00 AM,Thursday,Auto,Truck,,MOUNT AUBURN ST,JFK St,"MOUNT AUBURN ST & JFK St Cambridge, MA",42.3725662,-71.1201477,"(42.3725662, -71.1201477)"
31910,03/06/2014 02:18:00 PM,Thursday,Auto,Auto,,Columbia St,Cambridge Ctr,"Columbia St & Cambridge Ctr Cambridge, MA",42.3729134,-71.0945129,"(42.3729134, -71.0945129)"
31911,03/06/2014 03:52:00 PM,Thursday,Auto,,245,Athenaeum St,FIRST ST,"245 Athenaeum St Cambridge, MA",0,0,"(0, 0)"
31912,03/06/2014 04:01:00 PM,Thursday,Auto,Parked Vehicle,9-11,Russell St,,"9-11 Russell St Cambridge, MA",42.3926239,-71.1226349,"(42.3926239, -71.1226349)"
31913,03/05/2014 04:39:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,LINNAEAN ST,"Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.3848724,-71.1193924,"(42.3848724, -71.1193924)"
31914,03/07/2014 07:40:00 AM,Friday,MBTA Bus,Auto,,GARDEN ST,Waterhouse St,"GARDEN ST & Waterhouse St Cambridge, MA",42.3773079,-71.1228638,"(42.3773079, -71.1228638)"
31915,03/08/2014 01:40:00 AM,Saturday,Auto,Fixed Object,562,HURON AVE,Aberdeen Way,"562 HURON AVE Cambridge, MA",42.3789139,-71.1464005,"(42.3789139, -71.1464005)"
31916,03/08/2014 09:20:00 AM,Saturday,Truck,Auto,,Massachusetts Ave,Porter St,"Massachusetts Ave & Porter St Cambridge, MA",42.3900414,-71.1206818,"(42.3900414, -71.1206818)"
31917,03/10/2014 09:20:00 AM,Monday,Auto,Auto,,Cambridge St,Third St,"Cambridge St & Third St Cambridge, MA",42.3710213,-71.0798492,"(42.3710213, -71.0798492)"
31918,03/10/2014 01:45:00 PM,Monday,Auto,Auto,,Second St,Thorndike St,"Second St & Thorndike St Cambridge, MA",42.3694839,-71.0789032,"(42.3694839, -71.0789032)"
31919,03/10/2014 02:45:00 PM,Monday,Auto,Auto,198,Alewife Brook Pky,,"198 Alewife Brook Pky Cambridge, MA",42.3899078,-71.1422806,"(42.3899078, -71.1422806)"
31920,03/11/2014 12:45:00 AM,Tuesday,Auto,Auto,,Concord Ave,Bond St,"Concord Ave & Bond St Cambridge, MA",42.380394,-71.1275024,"(42.380394, -71.1275024)"
31921,03/11/2014 06:30:00 PM,Tuesday,Auto,Parked Vehicle,70,Rindge Ave,,"70 Rindge Ave Cambridge, MA",42.3928452,-71.1284943,"(42.3928452, -71.1284943)"
31922,03/12/2014 08:05:00 AM,Wednesday,Auto,Auto,,Rindge Ave,Clifton St,"Rindge Ave & Clifton St Cambridge, MA",42.3937035,-71.1362305,"(42.3937035, -71.1362305)"
31923,03/12/2014 08:00:00 AM,Wednesday,Truck,Auto,,Massachusetts Ave,Rice St,"Massachusetts Ave & Rice St Cambridge, MA",42.3953323,-71.1279221,"(42.3953323, -71.1279221)"
31924,03/12/2014 08:57:00 AM,Wednesday,Auto,Bicycle,,Hampshire St,Union St,"Hampshire St & Union St Cambridge, MA",42.3693619,-71.09552,"(42.3693619, -71.09552)"
31925,03/12/2014 03:15:00 PM,Wednesday,Auto,Parked Vehicle,60,DUDLEY ST,,"60 DUDLEY ST Cambridge, MA",42.3957863,-71.1313629,"(42.3957863, -71.1313629)"
31927,03/13/2014 08:38:00 AM,Thursday,Auto,Pedestrian,,Columbia St,Windsor St,"Columbia St & Windsor St Cambridge, MA",0,0,"(0, 0)"
31928,03/10/2014 11:15:00 AM,Monday,Auto,Auto,105,Auburn St,,"105 Auburn St Cambridge, MA",42.3624268,-71.1031113,"(42.3624268, -71.1031113)"
31929,03/08/2014 09:30:00 PM,Saturday,Auto,Parked Vehicle,966,Windsor St,Cambridge St,"966 Windsor St Cambridge, MA",0,0,"(0, 0)"
31930,03/12/2014 04:37:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Churchill Ave,"Massachusetts Ave & Churchill Ave Cambridge, MA",42.3998222,-71.1334915,"(42.3998222, -71.1334915)"
31931,03/13/2014 08:38:00 AM,Thursday,Auto,Pedestrian,,Columbia St,Windsor St,"Columbia St & Windsor St Cambridge, MA",0,0,"(0, 0)"
31932,03/13/2014 01:52:00 PM,Thursday,Auto,Pedestrian,,Massachusetts Ave,White St,"Massachusetts Ave & White St Cambridge, MA",0,0,"(0, 0)"
31933,03/14/2014 10:30:00 PM,Friday,Auto,Pedestrian,,Massachusetts Ave,DUDLEY ST,"Massachusetts Ave & DUDLEY ST Cambridge, MA",42.396637,-71.1293869,"(42.396637, -71.1293869)"
31934,03/14/2014 08:11:00 PM,Friday,Auto,Auto,,Broadway,Windsor St,"Broadway & Windsor St Cambridge, MA",42.3671074,-71.0954132,"(42.3671074, -71.0954132)"
31935,03/14/2014 12:00:00 AM,Friday,Truck,Auto,,ERIE ST,Brookline St,"ERIE ST & Brookline St Cambridge, MA",42.3591423,-71.1061478,"(42.3591423, -71.1061478)"
